				
0	,	18	,	0	,	1	,	1	,	1	,	3		
1	,	17	,	0	,	1	,	1	,	1	,	3		
2	,	15	,	3	,	2	,	3	,	2.5	,	3		
3	,	15	,	0	,	1	,	1	,	1	,	5		
4	,	16	,	0	,	1	,	2	,	1.5	,	5		
5	,	16	,	0	,	1	,	2	,	1.5	,	5		
6	,	16	,	0	,	1	,	1	,	1	,	3		
7	,	17	,	0	,	1	,	1	,	1	,	1		
8	,	15	,	0	,	1	,	1	,	1	,	1		
9	,	15	,	0	,	1	,	1	,	1	,	5		
10	,	15	,	0	,	1	,	2	,	1.5	,	2		
11	,	15	,	0	,	1	,	1	,	1	,	4		
12	,	15	,	0	,	1	,	3	,	2	,	5		
13	,	15	,	0	,	1	,	2	,	1.5	,	3		
14	,	15	,	0	,	1	,	1	,	1	,	3		
15	,	16	,	0	,	1	,	2	,	1.5	,	2		
16	,	16	,	0	,	1	,	2	,	1.5	,	2		
17	,	16	,	0	,	1	,	1	,	1	,	4		
18	,	17	,	3	,	2	,	4	,	3	,	5		
19	,	16	,	0	,	1	,	3	,	2	,	5		
20	,	15	,	0	,	1	,	1	,	1	,	1		
21	,	15	,	0	,	1	,	1	,	1	,	5		
22	,	16	,	0	,	1	,	3	,	2	,	5		
23	,	16	,	0	,	2	,	4	,	3	,	5		
24	,	15	,	0	,	1	,	1	,	1	,	5		
25	,	16	,	2	,	1	,	3	,	2	,	5		
26	,	15	,	0	,	1	,	2	,	1.5	,	5		
27	,	15	,	0	,	2	,	4	,	3	,	1		
28	,	16	,	0	,	1	,	1	,	1	,	5		
29	,	16	,	0	,	5	,	5	,	5	,	5		
30	,	15	,	0	,	3	,	4	,	3.5	,	5		
31	,	15	,	0	,	1	,	1	,	1	,	5		
32	,	15	,	0	,	1	,	1	,	1	,	5		
33	,	15	,	0	,	1	,	1	,	1	,	2		
34	,	16	,	0	,	1	,	1	,	1	,	5		
35	,	15	,	0	,	1	,	1	,	1	,	5		
36	,	15	,	0	,	1	,	1	,	1	,	4		
37	,	16	,	0	,	1	,	1	,	1	,	5		
38	,	15	,	0	,	1	,	1	,	1	,	5		
39	,	15	,	0	,	1	,	1	,	1	,	2		
40	,	16	,	1	,	1	,	2	,	1.5	,	3		
41	,	15	,	0	,	2	,	4	,	3	,	5		
42	,	15	,	0	,	1	,	1	,	1	,	5		
43	,	15	,	0	,	1	,	1	,	1	,	1		
44	,	16	,	1	,	2	,	2	,	2	,	5		
45	,	15	,	0	,	1	,	1	,	1	,	5		
46	,	16	,	0	,	1	,	4	,	2.5	,	3		
47	,	16	,	0	,	1	,	1	,	1	,	2		
48	,	15	,	0	,	2	,	2	,	2	,	5		
49	,	15	,	1	,	1	,	1	,	1	,	3		
50	,	16	,	0	,	2	,	3	,	2.5	,	4		
51	,	15	,	0	,	1	,	1	,	1	,	5		
52	,	15	,	1	,	3	,	4	,	3.5	,	5		
53	,	15	,	0	,	2	,	3	,	2.5	,	5		
54	,	15	,	0	,	4	,	4	,	4	,	1		
55	,	16	,	0	,	1	,	1	,	1	,	2		
56	,	15	,	0	,	1	,	1	,	1	,	1		
57	,	15	,	0	,	1	,	1	,	1	,	5		
58	,	15	,	0	,	1	,	1	,	1	,	5		
59	,	16	,	0	,	1	,	1	,	1	,	5		
60	,	16	,	0	,	2	,	3	,	2.5	,	4		
61	,	16	,	0	,	5	,	5	,	5	,	5		
62	,	16	,	0	,	1	,	1	,	1	,	1		
63	,	16	,	0	,	2	,	4	,	3	,	4		
64	,	15	,	0	,	2	,	4	,	3	,	2		
65	,	16	,	0	,	1	,	2	,	1.5	,	1		
66	,	15	,	0	,	5	,	5	,	5	,	3		
67	,	16	,	0	,	1	,	2	,	1.5	,	5		
68	,	15	,	0	,	1	,	3	,	2	,	4		
69	,	15	,	0	,	2	,	3	,	2.5	,	3		
70	,	16	,	0	,	1	,	1	,	1	,	5		
71	,	15	,	0	,	1	,	1	,	1	,	3		
72	,	15	,	2	,	2	,	4	,	3	,	5		
73	,	16	,	0	,	2	,	2	,	2	,	5		
74	,	16	,	0	,	2	,	4	,	3	,	5		
75	,	15	,	0	,	2	,	3	,	2.5	,	5		
76	,	15	,	0	,	1	,	1	,	1	,	1		
77	,	16	,	0	,	1	,	3	,	2	,	3		
78	,	17	,	3	,	1	,	1	,	1	,	3		
79	,	16	,	0	,	1	,	2	,	1.5	,	3		
80	,	15	,	0	,	1	,	3	,	2	,	3		
81	,	15	,	0	,	1	,	2	,	1.5	,	5		
82	,	15	,	0	,	1	,	1	,	1	,	5		
83	,	15	,	0	,	1	,	3	,	2	,	4		
84	,	15	,	0	,	2	,	3	,	2.5	,	4		
85	,	15	,	2	,	2	,	3	,	2.5	,	5		
86	,	16	,	0	,	1	,	2	,	1.5	,	2		
87	,	15	,	0	,	1	,	3	,	2	,	1		
88	,	16	,	1	,	1	,	1	,	1	,	3		
89	,	16	,	0	,	3	,	5	,	4	,	5		
90	,	16	,	0	,	1	,	3	,	2	,	4		
91	,	15	,	0	,	1	,	3	,	2	,	1		
92	,	16	,	0	,	2	,	3	,	2.5	,	2		
93	,	16	,	0	,	1	,	1	,	1	,	1		
94	,	15	,	0	,	1	,	1	,	1	,	4		
95	,	15	,	1	,	1	,	1	,	1	,	1		
96	,	16	,	0	,	1	,	1	,	1	,	4		
97	,	16	,	0	,	1	,	1	,	1	,	5		
98	,	16	,	0	,	1	,	2	,	1.5	,	1		
99	,	16	,	0	,	1	,	1	,	1	,	3		
100	,	16	,	0	,	5	,	5	,	5	,	4		
101	,	16	,	0	,	1	,	1	,	1	,	4		
102	,	15	,	0	,	1	,	1	,	1	,	5		
103	,	15	,	0	,	1	,	1	,	1	,	2		
104	,	15	,	0	,	1	,	1	,	1	,	1		
105	,	15	,	0	,	1	,	1	,	1	,	4		
106	,	15	,	0	,	1	,	1	,	1	,	3		
107	,	16	,	0	,	1	,	1	,	1	,	5		
108	,	15	,	0	,	3	,	5	,	4	,	1		
109	,	16	,	0	,	1	,	1	,	1	,	4		
110	,	15	,	0	,	1	,	1	,	1	,	4		
111	,	16	,	1	,	1	,	1	,	1	,	2		
112	,	16	,	1	,	1	,	1	,	1	,	5		
113	,	15	,	0	,	1	,	1	,	1	,	3		
114	,	15	,	0	,	1	,	1	,	1	,	5		
115	,	16	,	0	,	1	,	2	,	1.5	,	5		
116	,	15	,	0	,	1	,	1	,	1	,	2		
117	,	16	,	0	,	1	,	1	,	1	,	5		
118	,	17	,	1	,	1	,	4	,	2.5	,	5		
119	,	15	,	0	,	1	,	2	,	1.5	,	4		
120	,	15	,	0	,	1	,	2	,	1.5	,	1		
121	,	15	,	0	,	1	,	2	,	1.5	,	5		
122	,	16	,	0	,	1	,	2	,	1.5	,	5		
123	,	16	,	0	,	1	,	4	,	2.5	,	5		
124	,	16	,	0	,	1	,	1	,	1	,	5		
125	,	15	,	0	,	3	,	2	,	2.5	,	5		
126	,	15	,	0	,	1	,	1	,	1	,	1		
127	,	19	,	3	,	1	,	1	,	1	,	5		
128	,	18	,	2	,	1	,	2	,	1.5	,	4		
129	,	16	,	0	,	2	,	5	,	3.5	,	4		
130	,	15	,	2	,	2	,	2	,	2	,	5		
131	,	15	,	0	,	1	,	2	,	1.5	,	4		
132	,	17	,	0	,	1	,	3	,	2	,	5		
133	,	16	,	0	,	1	,	4	,	2.5	,	5		
134	,	15	,	0	,	1	,	1	,	1	,	5		
135	,	15	,	0	,	1	,	1	,	1	,	5		
136	,	17	,	0	,	2	,	4	,	3	,	5		
137	,	16	,	2	,	1	,	1	,	1	,	5		
138	,	16	,	1	,	1	,	3	,	2	,	5		
139	,	15	,	0	,	1	,	1	,	1	,	5		
140	,	15	,	0	,	1	,	1	,	1	,	3		
141	,	16	,	2	,	2	,	2	,	2	,	2		
142	,	15	,	0	,	1	,	1	,	1	,	5		
143	,	16	,	0	,	3	,	3	,	3	,	1		
144	,	17	,	3	,	1	,	2	,	1.5	,	5		
145	,	15	,	0	,	1	,	2	,	1.5	,	5		
146	,	15	,	3	,	1	,	1	,	1	,	3		
147	,	15	,	0	,	1	,	1	,	1	,	5		
148	,	16	,	0	,	2	,	1	,	1.5	,	5		
149	,	15	,	3	,	2	,	5	,	3.5	,	5		
150	,	18	,	3	,	2	,	5	,	3.5	,	4		
151	,	16	,	1	,	3	,	5	,	4	,	5		
152	,	15	,	2	,	2	,	3	,	2.5	,	3		
153	,	19	,	3	,	1	,	1	,	1	,	4		
154	,	17	,	0	,	1	,	1	,	1	,	4		
155	,	15	,	0	,	1	,	1	,	1	,	1		
156	,	17	,	0	,	3	,	3	,	3	,	5		
157	,	18	,	3	,	1	,	5	,	3	,	4		
158	,	16	,	0	,	1	,	2	,	1.5	,	3		
159	,	16	,	1	,	4	,	4	,	4	,	5		
160	,	17	,	2	,	2	,	2	,	2	,	5		
161	,	15	,	2	,	1	,	4	,	2.5	,	3		
162	,	16	,	1	,	2	,	4	,	3	,	5		
163	,	17	,	0	,	1	,	4	,	2.5	,	2		
164	,	17	,	3	,	1	,	5	,	3	,	5		
165	,	16	,	1	,	1	,	1	,	1	,	2		
166	,	16	,	0	,	2	,	4	,	3	,	4		
167	,	16	,	0	,	1	,	1	,	1	,	3		
168	,	16	,	0	,	1	,	1	,	1	,	4		
169	,	16	,	0	,	1	,	1	,	1	,	3		
170	,	16	,	2	,	2	,	4	,	3	,	2		
171	,	16	,	0	,	1	,	1	,	1	,	3		
172	,	17	,	0	,	1	,	3	,	2	,	5		
173	,	16	,	3	,	1	,	1	,	1	,	3		
174	,	16	,	0	,	1	,	1	,	1	,	4		
175	,	17	,	0	,	4	,	4	,	4	,	4		
176	,	16	,	0	,	1	,	4	,	2.5	,	5		
177	,	17	,	0	,	1	,	4	,	2.5	,	4		
178	,	16	,	0	,	3	,	4	,	3.5	,	3		
179	,	17	,	0	,	1	,	1	,	1	,	2		
180	,	16	,	0	,	2	,	3	,	2.5	,	3		
181	,	16	,	0	,	1	,	2	,	1.5	,	3		
182	,	17	,	0	,	2	,	3	,	2.5	,	5		
183	,	17	,	0	,	2	,	3	,	2.5	,	1		
184	,	16	,	0	,	1	,	2	,	1.5	,	1		
185	,	17	,	0	,	2	,	3	,	2.5	,	4		
186	,	16	,	0	,	1	,	2	,	1.5	,	3		
187	,	16	,	0	,	1	,	2	,	1.5	,	5		
188	,	17	,	0	,	1	,	3	,	2	,	3		
189	,	17	,	0	,	1	,	5	,	3	,	3		
190	,	16	,	0	,	1	,	1	,	1	,	2		
191	,	17	,	0	,	1	,	1	,	1	,	3		
192	,	17	,	0	,	4	,	5	,	4.5	,	5		
193	,	16	,	0	,	3	,	4	,	3.5	,	5		
194	,	16	,	0	,	1	,	1	,	1	,	3		
195	,	17	,	0	,	1	,	1	,	1	,	5		
196	,	17	,	0	,	1	,	2	,	1.5	,	5		
197	,	16	,	0	,	3	,	5	,	4	,	3		
198	,	17	,	1	,	2	,	3	,	2.5	,	2		
199	,	16	,	0	,	1	,	2	,	1.5	,	3		
200	,	16	,	0	,	1	,	5	,	3	,	2		
201	,	16	,	0	,	1	,	3	,	2	,	4		
202	,	17	,	0	,	1	,	3	,	2	,	1		
203	,	17	,	0	,	1	,	2	,	1.5	,	3		
204	,	16	,	0	,	1	,	1	,	1	,	5		
205	,	17	,	1	,	3	,	4	,	3.5	,	5		
206	,	16	,	3	,	2	,	2	,	2	,	4		
207	,	16	,	0	,	1	,	1	,	1	,	1		
208	,	16	,	0	,	1	,	4	,	2.5	,	5		
209	,	17	,	0	,	1	,	1	,	1	,	4		
210	,	19	,	0	,	1	,	2	,	1.5	,	3		
211	,	17	,	0	,	4	,	5	,	4.5	,	3		
212	,	16	,	0	,	1	,	1	,	1	,	4		
213	,	18	,	1	,	2	,	4	,	3	,	5		
214	,	17	,	0	,	1	,	2	,	1.5	,	3		
215	,	17	,	0	,	1	,	3	,	2	,	1		
216	,	17	,	2	,	2	,	4	,	3	,	1		
217	,	18	,	1	,	2	,	4	,	3	,	4		
218	,	17	,	0	,	1	,	4	,	2.5	,	3		
219	,	17	,	0	,	1	,	1	,	1	,	4		
220	,	17	,	0	,	1	,	2	,	1.5	,	5		
221	,	17	,	1	,	1	,	1	,	1	,	5		
222	,	16	,	0	,	1	,	1	,	1	,	3		
223	,	18	,	0	,	5	,	5	,	5	,	4		
224	,	16	,	0	,	1	,	1	,	1	,	5		
225	,	18	,	1	,	1	,	1	,	1	,	4		
226	,	17	,	0	,	1	,	3	,	2	,	3		
227	,	17	,	0	,	1	,	3	,	2	,	3		
228	,	18	,	0	,	4	,	5	,	4.5	,	3		
229	,	17	,	0	,	1	,	2	,	1.5	,	3		
230	,	17	,	0	,	1	,	2	,	1.5	,	3		
231	,	17	,	0	,	1	,	1	,	1	,	1		
232	,	17	,	0	,	1	,	3	,	2	,	2		
233	,	16	,	0	,	2	,	4	,	3	,	1		
234	,	16	,	0	,	1	,	1	,	1	,	5		
